Density of gas,Density of liquid,Viscosity of gas,Viscosity of liquid,Surface tension of liquid, Inner diameter,Packing height ,Particle diameter,Bed Porosity,Superficial Gas Velocity,Superficial Liquid  Velocity,Experimental Liquid Holdup
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0047,0.36,0.27,0.01193948036,0.170026482
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0047,0.36,0.27,0.01388907202,0.1718231819
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0047,0.36,0.27,0.01598599974,0.18534121
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.03,0.004,0.2505063291
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.03,0.006,0.26907173
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.03,0.008,0.2778902954
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.03,0.01001183432,0.2899578059
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.03,0.012,0.292742616
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.03,0.01401183432,0.2997046414
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.03,0.01602366864,0.3062025316
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.09,0.004023668639,0.2509704641
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.09,0.00598816568,0.2686075949
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.09,0.008023668639,0.2792827004
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.09,0.01001183432,0.2829957806
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.09,0.012,0.2853164557
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.09,0.01401183432,0.292278481
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.09,0.01597633136,0.2978481013
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.18,0.004023668639,0.2449367089
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.18,0.006035502959,0.2583966245
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.18,0.008,0.2648945148
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.18,0.01001183432,0.2681434599
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.18,0.012,0.2713924051
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.18,0.01401183432,0.2802109705
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.18,0.01597633136,0.2806751055
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.27,0.004,0.2398312236
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.27,0.00601183432,0.247257384
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.27,0.008023668639,0.2509704641
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.27,0.00998816568,0.2570042194
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.27,0.012,0.2625738397
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.27,0.01398816568,0.2635021097
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.0041,0.451,0.27,0.01597633136,0.27
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.03,0.004023952096,0.2576525822
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.03,0.006011976048,0.277370892
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.03,0.008,0.2999061033
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.03,0.01001197605,0.3097652582
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.03,0.0120239521,0.3172769953
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.03,0.01401197605,0.3243192488
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.03,0.016,0.3280751174
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.09,0.003976047904,0.2609389671
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.09,0.006011976048,0.2736150235
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.09,0.008,0.2848826291
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.09,0.01003592814,0.2923943662
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.09,0.012,0.2999061033
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.09,0.01401197605,0.3036619718
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.09,0.01607185629,0.3069483568
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.18,0.003976047904,0.2571830986
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.18,0.006011976048,0.2642253521
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.18,0.008023952096,0.2712676056
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.18,0.01001197605,0.2726760563
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.18,0.012,0.2750234742
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.18,0.01398802395,0.277370892
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.18,0.016,0.2815962441
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.27,0.003976047904,0.2398122066
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.27,0.006035928144,0.2473239437
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.27,0.008023952096,0.25342723
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.27,0.01001197605,0.2571830986
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.27,0.012,0.2604694836
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.27,0.01398802395,0.2642253521
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00393,0.526,0.27,0.0159760479,0.2670422535
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.03,0.004,0.2965677966
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.03,0.00601980198,0.3175423729
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.03,0.007992079208,0.3315254237
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.03,0.01001188119,0.3459745763
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.03,0.01200792079,0.3534322034
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.03,0.01402772277,0.3571610169
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.03,0.016,0.3641525424
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.09,0.004,0.2923728814
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.09,0.005972277228,0.314279661
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.09,0.007992079208,0.3282627119
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.09,0.01001188119,0.3352542373
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.09,0.01203168317,0.3394491525
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.09,0.0140039604,0.3427118644
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.09,0.016,0.3455084746
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.18,0.004023762376,0.2849152542
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.18,0.00601980198,0.3007627119
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.18,0.008015841584,0.3114830508
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.18,0.009988118812,0.3147457627
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.18,0.01200792079,0.3180084746
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.18,0.0140039604,0.3212711864
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.18,0.016,0.325
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.27,0.004023762376,0.2746610169
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.27,0.005996039604,0.2900423729
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.27,0.008015841584,0.2961016949
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.27,0.01001188119,0.2979661017
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.27,0.01200792079,0.2998305085
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.27,0.0140039604,0.3030932203
1.184,997,1.87E-05,8.96E-04,7.21E-02,0.14,2,0.00335,0.456,0.27,0.016,0.3068220339
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.0006105378839,0.000188231581,0.22
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.001831613652,0.000188231581,0.182
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.004273765187,0.000188231581,0.159
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.005494840955,0.000188231581,0.144
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.006715916723,0.000188231581,0.14
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.0006105378839,0.0004715801842,0.26
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.001831613652,0.0004715801842,0.229
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.004273765187,0.0004715801842,0.212
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.005494840955,0.0004715801842,0.201
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.006715916723,0.0004715801842,0.201
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.0006105378839,0.0007549287874,0.266
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.001831613652,0.0007549287874,0.245
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.004273765187,0.0007549287874,0.222
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.005494840955,0.0007549287874,0.216
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.006715916723,0.0007549287874,0.211
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.0006105378839,0.00009411579048,0.195
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.001831613652,0.00009411579048,0.169
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.004273765187,0.00009411579048,0.136
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.005494840955,0.00009411579048,0.127
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.006715916723,0.00009411579048,0.118
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.0006105378839,0.00004705789524,0.161
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.001831613652,0.00004705789524,0.127
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.004273765187,0.00004705789524,0.106
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.005494840955,0.00004705789524,0.1
1.6379,998.7697019,1.76E-05,0.00114913,0.0736446,0.015,0.6,0.003,0.6,0.006715916723,0.00004705789524,0.097
40.3268,996.863,1.85E-05,9.04E-04,7.21E-02,0.022,0.572,0.0011,,0.0875,0.001287461226,0.1477707006
40.3268,996.863,1.85E-05,9.04E-04,7.21E-02,0.022,0.572,0.0011,,0.0875,0.00148058041,0.1541401274
40.3268,996.863,1.85E-05,9.04E-04,7.21E-02,0.022,0.572,0.0011,,0.0875,0.001984836056,0.1681528662
40.3268,996.863,1.85E-05,9.04E-04,7.21E-02,0.022,0.572,0.0011,,0.0875,0.002735855105,0.1732484076
40.3268,996.863,1.85E-05,9.04E-04,7.21E-02,0.022,0.572,0.0011,,0.0875,0.002896787758,0.1732484076
40.3268,996.863,1.85E-05,9.04E-04,7.21E-02,0.022,0.572,0.0011,,0.0875,0.003798010616,0.1847133758
40.3268,660.88,1.85E-05,0.000316383,1.79E-02,0.022,0.572,0.0011,,0.0875,0.001207371173,0.08220858896
40.3268,660.88,1.85E-05,0.000316383,1.79E-02,0.022,0.572,0.0011,,0.0875,0.002195220315,0.1116564417
40.3268,660.88,1.85E-05,0.000316383,1.79E-02,0.022,0.572,0.0011,,0.0875,0.00279106583,0.1116564417
40.3268,660.88,1.85E-05,0.000316383,1.79E-02,0.022,0.572,0.0011,,0.0875,0.00429635976,0.1190184049
40.3268,660.88,1.85E-05,0.000316383,1.79E-02,0.022,0.572,0.0011,,0.0875,0.005409650063,0.1214723926
3.00371,974.554,2.10E-05,3.72E-04,6.37E-02,0.048,1.07,0.003,0.39,0.0261,0.003482142857,0.09933110368
3.00371,974.554,2.10E-05,3.72E-04,6.37E-02,0.048,1.07,0.003,0.39,0.0261,0.007053571429,0.1444816054
3.00371,974.554,2.10E-05,3.72E-04,6.37E-02,0.048,1.07,0.003,0.39,0.0261,0.01392857143,0.191638796
3.00371,974.554,2.10E-05,3.72E-04,6.37E-02,0.048,1.07,0.003,0.39,0.2088,0.003571428571,0.0983277592
3.00371,974.554,2.10E-05,3.72E-04,6.37E-02,0.048,1.07,0.003,0.39,0.2088,0.006964285714,0.1294314381
7.01501,974.63,2.11E-05,3.72E-04,6.37E-02,0.048,1.07,0.003,0.39,0.0261,0.003482142857,0.1023411371
7.01501,974.63,2.11E-05,3.72E-04,6.37E-02,0.048,1.07,0.003,0.39,0.0261,0.007053571429,0.137458194
7.01501,974.63,2.11E-05,3.72E-04,6.37E-02,0.048,1.07,0.003,0.39,0.0261,0.01392857143,0.1785953177
7.01501,974.63,2.11E-05,3.72E-04,6.37E-02,0.048,1.07,0.003,0.39,0.2088,0.003582089552,0.08870431894
7.01501,974.63,2.11E-05,3.72E-04,6.37E-02,0.048,1.07,0.003,0.39,0.2088,0.007074626866,0.1205980066
7.56685,987.518,1.99E-05,0.000543794,0.0680087,0.048,1.07,0.003,0.39,0.2088,0.003582089552,0.09069767442
7.56685,987.518,1.99E-05,0.000543794,0.0680087,0.048,1.07,0.003,0.39,0.2088,0.007074626866,0.1205980066
3.50613,657.094,1.81E-05,3.00E-04,1.79E-02,0.0222,0.5163,0.00152,0.412,0.01,0.0009695933746,0.1454469269
3.50613,657.094,1.81E-05,3.00E-04,1.79E-02,0.0222,0.5163,0.00152,0.412,0.01,0.002437519194,0.1877480512
3.50613,657.094,1.81E-05,3.00E-04,1.79E-02,0.0222,0.5163,0.00152,0.412,0.01,0.002683545121,0.1925509543
3.50613,657.094,1.81E-05,3.00E-04,1.79E-02,0.0222,0.5163,0.00152,0.412,0.085,0.001342169609,0.1410077005
3.50613,657.094,1.81E-05,3.00E-04,1.79E-02,0.0222,0.5163,0.00152,0.412,0.085,0.002258919387,0.1718885885
3.50613,657.094,1.81E-05,3.00E-04,1.79E-02,0.0222,0.5163,0.00152,0.412,0.085,0.002839043902,0.1790079534
40.3268,660.88,1.85E-05,3.16E-04,1.79E-02,0.0222,0.5163,0.00152,0.412,0.01,0.001137954864,0.130057872
40.3268,660.88,1.85E-05,3.16E-04,1.79E-02,0.0222,0.5163,0.00152,0.412,0.01,0.00228466654,0.1688091963
40.3268,660.88,1.85E-05,3.16E-04,1.79E-02,0.0222,0.5163,0.00152,0.412,0.01,0.00309732738,0.1893134418
40.3268,660.88,1.85E-05,3.16E-04,1.79E-02,0.0222,0.5163,0.00152,0.412,0.085,0.001213320867,0.1067430388
40.3268,660.88,1.85E-05,3.16E-04,1.79E-02,0.0222,0.5163,0.00152,0.412,0.085,0.001917454663,0.1174873108
40.3268,660.88,1.85E-05,3.16E-04,1.79E-02,0.0222,0.5163,0.00152,0.412,0.085,0.00223033124,0.1216498269
40.3268,660.88,1.85E-05,3.16E-04,1.79E-02,0.0222,0.5163,0.00152,0.412,0.085,0.002924129128,0.1274963237
3.50613,657.094,1.81E-05,3.00E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.0102,0.001120517062,0.1104427558
3.50613,657.094,1.81E-05,3.00E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.0102,0.001737093509,0.1278505796
3.50613,657.094,1.81E-05,3.00E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.0102,0.002189819928,0.1447950994
3.50613,657.094,1.81E-05,3.00E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.0102,0.002733616753,0.1539758849
3.50613,657.094,1.81E-05,3.00E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.0873,0.001271829053,0.0940448959
3.50613,657.094,1.81E-05,3.00E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.0873,0.00165224787,0.10622068
3.50613,657.094,1.81E-05,3.00E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.0873,0.002011307771,0.1119082697
3.50613,657.094,1.81E-05,3.00E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.0873,0.002719485647,0.1254429496
40.3268,660.88,1.85E-05,3.16E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.0103,0.001316197204,0.09967433024
40.3268,660.88,1.85E-05,3.16E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.0103,0.001867350384,0.1110184934
40.3268,660.88,1.85E-05,3.16E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.0103,0.00217375518,0.1188578296
40.3268,660.88,1.85E-05,3.16E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.0103,0.002643540668,0.1306187725
40.3268,660.88,1.85E-05,3.16E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.0875,0.001351571911,0.06034389175
40.3268,660.88,1.85E-05,3.16E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.0875,0.001718635822,0.06516884426
40.3268,660.88,1.85E-05,3.16E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.0875,0.002636500925,0.07874423293
40.3268,660.88,1.85E-05,3.16E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.0875,0.003105758433,0.08661458535
55.988,662.44,1.87E-05,3.23E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.072,0.001001678834,0.04947078665
55.988,662.44,1.87E-05,3.23E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.072,0.002040229281,0.07041833055
55.988,662.44,1.87E-05,3.23E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.072,0.002803442417,0.08266777808
55.988,662.44,1.87E-05,3.23E-04,1.79E-02,0.0219,0.5161,0.00199,0.355,0.072,0.003505788128,0.09533788237
3.50613,996.359,1.81E-05,8.98E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0102,0.0008662631127,0.1596972939
3.50613,996.359,1.81E-05,8.98E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0102,0.001481030483,0.1701393314
3.50613,996.359,1.81E-05,8.98E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0102,0.002188944425,0.1930286236
3.50613,996.359,1.81E-05,8.98E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0102,0.002552216053,0.1992931248
3.50613,996.359,1.81E-05,8.98E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0102,0.003073836852,0.2066143323
3.50613,996.359,1.81E-05,8.98E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0873,0.001592806369,0.1494283688
3.50613,996.359,1.81E-05,8.98E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0873,0.001956077996,0.1593198129
3.50613,996.359,1.81E-05,8.98E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0873,0.002682621252,0.1785845666
3.50613,996.359,1.81E-05,8.98E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0873,0.003865582707,0.193245014
20.6448,996.594,1.83E-05,9.01E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.085,0.001517931094,0.144755539
20.6448,996.594,1.83E-05,9.01E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.085,0.002020803972,0.1500018033
20.6448,996.594,1.83E-05,9.01E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.085,0.002616801457,0.1702859959
40.3268,996.863,1.85E-05,9.04E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0103,0.001713030389,0.163951769
40.3268,996.863,1.85E-05,9.04E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0103,0.002169217829,0.1764459084
40.3268,996.863,1.85E-05,9.04E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0103,0.00262540527,0.1801317577
40.3268,996.863,1.85E-05,9.04E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0103,0.0033329613,0.2076842624
40.3268,996.863,1.85E-05,9.04E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0875,0.000912374881,0.1130711804
40.3268,996.863,1.85E-05,9.04E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0875,0.001592001068,0.1224853636
40.3268,996.863,1.85E-05,9.04E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0875,0.002048188508,0.1287618864
40.3268,996.863,1.85E-05,9.04E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0875,0.002569545583,0.1360830939
40.3268,996.863,1.85E-05,9.04E-04,7.20E-02,0.0219,0.5161,0.00199,0.355,0.0875,0.002848844016,0.139746102
3.50613,657.094,1.81E-05,3.00E-04,1.79E-02,0.0219,0.5171,0.00114,0.392,0.042,0.001951018364,0.1658415842
3.50613,657.094,1.81E-05,3.00E-04,1.79E-02,0.0219,0.5171,0.00114,0.392,0.042,0.002429310972,0.1772277228
